"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AverageFPKM"
"AT1G01020",194.476341641065,-0.224879954955985,0.731881574707665,-0.3072627631674,0.758643376308927,0.999871351459596,1.82902
"AT1G01040",795.550437598587,0.146471620911283,0.701939854793406,0.208666910577962,0.834708273015524,0.999871351459596,1.70012
"AT1G01080",1634.86248432161,0.239942086147709,0.793212319810888,0.302494149617992,0.762275392626677,0.999871351459596,11.9824
"AT1G01100",4315.83059038946,-0.144723607291076,0.674084609428919,-0.214696501398667,0.830003950457512,0.999871351459596,103.449
"AT1G01120",1543.476972866,-0.329422916820724,1.00242677216413,-0.328625417804372,0.742438833563016,0.999871351459596,12.517
"AT1G01130",61.0699205271055,-0.183720993020881,0.968708944848183,-0.18965551417477,0.849579082566091,0.999871351459596,1.41739
"AT1G01170",633.560512836331,-0.436885278191151,0.814510243520641,-0.536377880654707,0.591697415381833,0.999871351459596,29.8543
"AT1G01220",673.989134665451,0.436368561215506,0.772520109353425,0.564863692131889,0.572166481075364,0.999871351459596,2.10411
"AT1G01230",424.030172451401,-0.0421192705735552,0.725281913064076,-0.0580729642017615,0.953690509479981,0.999871351459596,7.2787
"AT1G01260",232.247772179456,0.211397709699642,0.72381254327131,0.292061406872308,0.770239673677752,0.999871351459596,1.3527
"AT1G01300",1705.27574557128,0.268786879917948,0.803933626042961,0.334339640998652,0.738123280594215,0.999871351459596,10.0895
"AT1G01360",247.603411974757,0.0483299543336024,0.967816367531148,0.0499371119925258,0.960172503089708,0.999871351459596,2.99757
"AT1G01370",77.6422222833149,-0.132429917705352,0.870453649746119,-0.152138965404967,0.879077331955168,0.999871351459596,1.10882
"AT1G01440",246.973377463648,-0.0280083033590565,0.721539877884228,-0.0388174018062387,0.969035970655346,0.999871351459596,1.34029
"AT1G01490",1323.57580100253,-0.242329179033138,0.84798937031602,-0.285769123429967,0.775054958286961,0.999871351459596,13.3641
"AT1G01510",641.110448585243,0.0234226282459827,0.718557410644192,0.0325967388256203,0.973996170490204,0.999871351459596,3.2534
"AT1G01550",2972.03300102023,0.411692325731486,0.753961039080941,0.546039257192027,0.585038952386005,0.999871351459596,21.1484
"AT1G01600",136.30155780213,-0.301288210616701,0.929625480106728,-0.32409633456057,0.745865101889699,0.999871351459596,1.1699
"AT1G01610",1276.20202615763,0.324736264493276,0.853169661914423,0.380623314435024,0.703482778832457,0.999871351459596,7.63957
"AT1G01710",609.439945668173,-0.276895814850614,0.675691056807639,-0.409796477341038,0.681955250531164,0.999871351459596,4.83878
"AT1G01715",73.3377765847112,-0.0559419901246457,0.845493420067392,-0.0661649029985198,0.947246538869998,0.999871351459596,1.05757
"AT1G01725",101.382366372682,0.0192632946972298,0.818979733858845,0.0235210883747581,0.981234617046863,0.999871351459596,2.73364
"AT1G01730",338.674174101257,0.174042146822255,0.730179485330609,0.23835529526477,0.811605537472914,0.999871351459596,3.9089
"AT1G01770",213.79565189584,-0.319262791951147,0.928266811947913,-0.343934295443777,0.73089569942145,0.999871351459596,1.34108
"AT1G01780",123.856421250293,-0.361244791061176,0.782071861856703,-0.461907413729924,0.64414771725062,0.999871351459596,2.44058
"AT1G01800",908.752176828311,-0.243291425610101,0.827814522400264,-0.293896058871585,0.76883732975452,0.999871351459596,11.5057
"AT1G01860",186.491546725606,0.253590509709053,0.809793454234313,0.31315455611929,0.754163242153742,0.999871351459596,2.12026
"AT1G01910",754.62818501112,0.193102298591535,0.713515326573636,0.270635109576174,0.786671689647762,0.999871351459596,6.1074
"AT1G01920",203.645243457014,-0.261701049732939,0.720731500737625,-0.363104775447034,0.716526617443566,0.999871351459596,1.43815
"AT1G01930",236.847305422765,0.0207039299661281,0.710990100347052,0.0291198568813011,0.976768999011426,0.999871351459596,1.60922
